2012-03-01 00:00:05,3.69538e+09
2012-03-01 00:01:05,3.93893e+09
2012-03-01 00:02:05,4.18751e+09
2012-03-01 00:03:04,1.20553e+08
2012-03-01 00:04:05,3.41505e+08
2012-03-01 00:05:05,5.86818e+08
2012-03-01 00:06:05,8.17169e+08
2012-03-01 00:07:05,1.00899e+09
2012-03-01 00:08:05,1.28917e+09
2012-03-01 00:09:05,1.56084e+09
2012-03-01 00:10:05,1.80248e+09
2012-03-01 00:11:05,1.99635e+09
2012-03-01 00:12:05,2.20856e+09
2012-03-01 00:13:05,2.42822e+09
2012-03-01 00:14:05,2.61255e+09
2012-03-01 00:15:05,2.80778e+09
2012-03-01 00:16:05,2.98158e+09
2012-03-01 00:17:05,3.10658e+09
2012-03-01 00:18:04,3.25875e+09
2012-03-01 00:19:05,3.40709e+09
2012-03-01 00:20:05,3.55111e+09
2012-03-01 00:21:05,3.74114e+09
2012-03-01 00:22:05,3.89164e+09
2012-03-01 00:23:05,4.05095e+09
2012-03-01 00:24:04,4.22442e+09
2012-03-01 00:25:04,9.37849e+07
2012-03-01 00:26:05,2.38489e+08
2012-03-01 00:27:04,3.96738e+08
2012-03-01 00:28:04,5.53477e+08
2012-03-01 00:29:05,7.35754e+08
2012-03-01 00:30:04,8.85174e+08
2012-03-01 00:31:04,1.05924e+09
2012-03-01 00:32:05,1.19584e+09
2012-03-01 00:33:05,1.35768e+09
2012-03-01 00:34:05,1.53527e+09
2012-03-01 00:35:05,1.70304e+09
2012-03-01 00:36:05,1.84137e+09
2012-03-01 00:37:05,1.95578e+09
2012-03-01 00:38:04,2.09593e+09
2012-03-01 00:39:05,2.22779e+09
2012-03-01 00:40:05,2.36331e+09
2012-03-01 00:41:05,2.49004e+09
2012-03-01 00:42:05,2.65212e+09
2012-03-01 00:43:05,2.81541e+09
2012-03-01 00:44:04,2.96367e+09
2012-03-01 00:45:05,3.10734e+09
2012-03-01 00:46:06,3.24181e+09
2012-03-01 00:47:04,3.34833e+09
2012-03-01 00:48:05,3.467e+09
2012-03-01 00:49:05,3.5953e+09
2012-03-01 00:50:05,3.73464e+09
2012-03-01 00:51:05,3.88235e+09
2012-03-01 00:52:04,3.99362e+09
2012-03-01 00:53:04,4.11786e+09
2012-03-01 00:54:04,4.26036e+09
2012-03-01 00:55:05,1.44551e+08
2012-03-01 00:56:05,2.66203e+08
2012-03-01 00:57:05,4.12403e+08
2012-03-01 00:58:05,5.69087e+08
2012-03-01 00:59:05,7.34392e+08
2012-03-01 01:00:04,8.22654e+08
2012-03-01 01:01:05,9.23348e+08
2012-03-01 01:02:05,1.03472e+09
2012-03-01 01:03:05,1.12782e+09
2012-03-01 01:04:05,1.23352e+09
2012-03-01 01:05:05,1.31895e+09
2012-03-01 01:06:05,1.38814e+09
2012-03-01 01:07:05,1.50279e+09
2012-03-01 01:08:05,1.59476e+09
2012-03-01 01:09:04,1.7133e+09
2012-03-01 01:10:05,1.81549e+09
2012-03-01 01:11:05,1.9657e+09
2012-03-01 01:12:05,2.03454e+09
2012-03-01 01:13:04,2.13187e+09
2012-03-01 01:14:05,2.21854e+09
2012-03-01 01:15:05,2.30936e+09
2012-03-01 01:16:05,2.37684e+09
2012-03-01 01:17:04,2.4696e+09
2012-03-01 01:18:05,2.57148e+09
2012-03-01 01:19:05,2.67428e+09
2012-03-01 01:20:05,2.77786e+09
2012-03-01 01:21:05,2.84942e+09
2012-03-01 01:22:04,2.91888e+09
2012-03-01 01:23:05,3.01265e+09
2012-03-01 01:24:04,3.11358e+09
2012-03-01 01:25:04,3.19186e+09
2012-03-01 01:26:04,3.26264e+09
2012-03-01 01:27:04,3.36342e+09
2012-03-01 01:28:05,3.46088e+09
2012-03-01 01:29:04,3.57033e+09
2012-03-01 01:30:05,3.69469e+09
2012-03-01 01:31:05,3.79244e+09
2012-03-01 01:32:05,3.86057e+09
2012-03-01 01:33:05,3.94386e+09
2012-03-01 01:34:04,4.00637e+09
2012-03-01 01:35:06,4.08568e+09
2012-03-01 01:36:04,4.16913e+09
2012-03-01 01:37:04,4.23083e+09
2012-03-01 01:38:05,4.28968e+09
2012-03-01 01:39:04,6.36093e+07
2012-03-01 01:40:04,1.23579e+08
2012-03-01 01:41:04,2.01468e+08
2012-03-01 01:42:04,2.80953e+08
2012-03-01 01:43:05,3.59957e+08
2012-03-01 01:44:05,4.45304e+08
2012-03-01 01:45:05,5.57546e+08
2012-03-01 01:46:05,6.27553e+08
2012-03-01 01:47:05,6.92873e+08
2012-03-01 01:48:05,7.82229e+08
2012-03-01 01:49:04,8.44232e+08
2012-03-01 01:50:05,9.1952e+08
2012-03-01 01:51:05,9.98427e+08
2012-03-01 01:52:05,1.08718e+09
2012-03-01 01:53:04,1.19213e+09
2012-03-01 01:54:05,1.28089e+09
2012-03-01 01:55:05,1.33554e+09
2012-03-01 01:56:05,1.3787e+09
2012-03-01 01:57:05,1.45496e+09
2012-03-01 01:58:05,1.51684e+09
2012-03-01 01:59:05,1.60999e+09
2012-03-01 02:00:05,1.66704e+09
2012-03-01 02:01:05,1.73403e+09
2012-03-01 02:02:05,1.80388e+09
2012-03-01 02:03:04,1.85696e+09
2012-03-01 02:04:05,1.91635e+09
